,Cargo_100,Cargo_101,Cargo_102,Cargo_103,mean,std
2112,6.93,2.8899999999999997,3.55,6.83,5.050000000000001,1.8451558199783562
2113,9.969999999999999,21.53,16.33,5.16,13.247499999999999,6.209896838917697
2114,13.6,3.4499999999999997,3.5599999999999996,4.95,6.39,4.204467861691893
2115,2.7199999999999998,4.029999999999999,12.059999999999999,,6.27,4.128930450693819
2117,3.2800000000000002,11.11,,,7.195,3.9149999999999996
2118,2.74,7.0,2.83,,4.19,1.9873097393209744
2119,9.03,,10.84,15.0,11.623333333333333,2.4993910369439103
2120,3.26,3.0,5.4399999999999995,4.63,4.0825,0.9988587237442539
2122,7.27,,5.1899999999999995,4.38,5.613333333333333,1.217219052686172
2123,17.080000000000002,6.13,,,11.605,5.475000000000001
2124,17.7,8.190000000000001,19.34,5.58,12.7025,5.918700765370724
2125,6.33,,14.02,10.18,10.176666666666668,3.139430238470385
2126,3.66,14.309999999999999,6.42,,8.13,4.512848324506375
2127,2.84,22.51,4.9,,10.083333333333334,8.827133673446262
2128,8.84,14.5,12.37,,11.903333333333334,2.3341284359596743
2129,6.15,6.08,2.8499999999999996,13.79,7.217499999999999,4.022010535789283
2131,18.28,2.65,8.24,,9.723333333333334,6.466551545367043
2132,9.65,4.42,17.57,3.4699999999999998,8.7775,5.595236255065553
2133,6.65,,7.62,3.7,5.989999999999999,1.6669933013262732
2134,18.07,4.43,4.42,15.04,10.49,6.158883827447957
2135,7.04,14.190000000000001,6.49,6.31,8.5075,3.2917956725775075
2136,5.58,6.15,17.36,7.0,9.0225,4.840105241624401
2137,9.129999999999999,13.21,19.46,7.2700000000000005,12.2675,4.675448507897398
2138,16.45,25.97,17.66,18.93,19.752499999999998,3.695229187750064
2140,4.9,,11.18,,8.04,3.1399999999999997
2141,7.21,21.490000000000002,22.47,10.26,15.3575,6.718658255187563
2142,6.12,3.95,6.92,7.4,6.0975,1.3214835413277004
2143,5.18,,3.1,15.47,7.916666666666667,5.408094755908858
2145,2.91,,,9.48,6.195,3.285
2146,5.75,,16.23,4.5600000000000005,8.846666666666666,5.243359821929277
2147,12.26,5.15,8.24,13.95,9.899999999999999,3.438393520235867
2148,13.51,3.46,9.14,,8.703333333333333,4.114497404166016
2149,4.800000000000001,14.149999999999999,3.08,9.86,7.9725,4.351019277134956
2150,8.07,,,11.73,9.9,1.83
2151,14.21,2.9099999999999997,3.92,5.42,6.615,4.474988826801694
2152,5.98,2.23,9.629999999999999,2.51,5.0875,3.0099698918759965
2153,9.190000000000001,5.23,4.58,,6.333333333333333,2.0373239528579865
2154,4.84,6.18,7.33,12.66,7.7525,2.967215656132867
2155,11.14,,,14.2,12.67,1.5299999999999994
2156,15.18,10.08,15.92,,13.726666666666667,2.596219473687761
2157,5.76,6.0,,9.65,7.136666666666667,1.7798938794833312
2159,3.99,,,2.68,3.335,0.655
2160,7.210000000000001,,6.79,,7.0,0.2100000000000004
2162,3.48,,11.93,2.19,5.866666666666667,4.319647619373084
2163,5.96,3.5999999999999996,6.48,,5.346666666666667,1.253191481334313
2164,9.2,6.630000000000001,,4.25,6.6933333333333325,2.0213251978728097
2165,19.72,10.07,20.259999999999998,13.36,15.8525,4.302135370952429
2168,6.21,6.3100000000000005,5.98,,6.166666666666667,0.13816254517375134
2170,14.64,6.67,9.92,,10.410000000000002,3.2721348790455855
2171,4.03,14.34,9.54,,9.303333333333333,4.212365395145846
2174,8.0,2.84,3.9,,4.913333333333333,2.2250892616302433
2175,7.57,,,4.47,6.02,1.5500000000000003
2176,5.609999999999999,5.37,,3.2800000000000002,4.753333333333334,1.0464012402303215
2177,2.71,16.0,23.4,17.97,15.02,7.606303307126267
2178,3.5,,10.559999999999999,,7.029999999999999,3.5299999999999994
2179,4.23,4.74,15.56,6.78,7.827500000000001,4.565180034785047
2180,12.18,5.55,10.6,7.109999999999999,8.86,2.6489903737084437
2181,4.0,,8.440000000000001,9.65,7.363333333333334,2.42899613466597
2182,11.22,7.6899999999999995,12.440000000000001,,10.450000000000001,2.014166494276645
2184,13.780000000000001,2.64,11.57,10.99,9.745000000000001,4.232106449511874
2186,7.5,6.63,8.27,8.2,7.6499999999999995,0.6614000302388863
2187,10.54,5.9,6.8100000000000005,,7.75,2.007502594435849
2188,15.149999999999999,11.129999999999999,18.94,15.64,15.215,2.7725304326553397
2189,12.870000000000001,4.01,12.629999999999999,6.81,9.08,3.8021178308937245
2190,3.33,2.84,3.9399999999999995,9.44,4.887499999999999,2.657116623334399
2192,2.95,18.240000000000002,3.78,2.9699999999999998,6.985,6.506698471575275
2195,5.92,6.02,11.56,7.289999999999999,7.6975,2.2944757026388407
2196,3.45,14.66,5.17,6.8,7.5200000000000005,4.289096641485244
2197,9.67,16.08,6.18,,10.643333333333333,4.099840105283239
2198,8.53,5.619999999999999,4.91,8.940000000000001,7.0,1.7590480380023739
2199,19.32,4.04,3.08,14.57,10.2525,6.908333283071974
2200,3.94,,,6.07,5.005,1.0650000000000002
2201,4.84,7.470000000000001,16.78,,9.696666666666667,5.122462515453113
2202,7.879999999999999,2.94,5.57,8.63,6.255000000000001,2.2214691084955467
2203,20.84,2.38,,9.8,11.006666666666666,7.584410912449885
2204,3.06,6.0,8.43,15.85,8.335,4.73714312640013
2206,14.43,5.98,12.309999999999999,3.21,8.9825,4.5575287985925
2207,15.440000000000001,15.87,5.03,3.05,9.8475,5.851514227103956
2208,15.530000000000001,10.61,,15.68,13.94,2.3554617381736436
2209,6.53,10.01,,,8.27,1.74
2210,2.31,4.33,13.27,4.58,6.1225000000000005,4.219427538185719
2214,5.15,5.51,16.83,,9.163333333333332,5.423143819675897
2215,10.5,13.89,3.52,11.469999999999999,9.844999999999999,3.854779500827512
2216,12.58,7.33,,6.99,8.966666666666667,2.5587800912848206
2218,13.469999999999999,8.8,,4.01,8.76,3.8621323989043495
2219,4.76,3.36,6.75,,4.956666666666666,1.3909309432494803
2220,5.5,9.219999999999999,5.62,12.96,8.325,3.065203908388478
2221,21.759999999999998,6.7,21.46,17.8,16.93,6.108592309198577
2222,12.4,12.670000000000002,3.3,4.11,8.120000000000001,4.42530789889246
2224,13.76,19.37,14.280000000000001,7.640000000000001,13.762500000000001,4.159232952119898
2225,18.66,4.960000000000001,17.84,2.87,11.0825,7.211318794090301
2226,5.609999999999999,,7.390000000000001,5.46,6.153333333333333,0.876596955403236
2227,2.41,3.35,3.6,,3.1199999999999997,0.5123150072627842
2229,9.34,15.5,16.15,16.17,14.29,2.8705661462505967
2230,3.37,13.77,,,8.57,5.2
2231,6.16,3.74,,,4.95,1.21
2235,21.689999999999998,11.09,3.8600000000000003,3.42,10.015,7.396609020355204
2236,3.2199999999999998,,5.859999999999999,,4.539999999999999,1.3199999999999998
2237,3.92,14.5,13.07,10.31,10.450000000000001,4.05978447703816
2238,7.12,,19.83,5.35,10.766666666666666,6.449353111402379
2239,10.61,2.98,3.52,5.550000000000001,5.665,3.0114987962806823
2240,7.77,3.24,5.4399999999999995,14.09,7.635,4.056454732891765
2241,6.67,,7.48,8.89,7.68,0.9172785836374904
2242,2.64,4.54,8.69,15.629999999999999,7.875,4.983264492278129
2244,3.81,12.32,2.8899999999999997,2.3899999999999997,5.3525,4.054801937209758
2245,8.96,6.23,4.78,14.959999999999999,8.7325,3.896096604295124
2246,11.440000000000001,,9.95,15.34,12.243333333333334,2.2725951880809943
2247,5.029999999999999,,4.58,12.55,7.386666666666667,3.655647077543941
2248,13.29,,13.879999999999999,,13.584999999999999,0.29499999999999993
2249,3.27,6.83,,4.93,5.01,1.4544643916805482
2251,8.76,7.95,,,8.355,0.4049999999999998
2252,6.800000000000001,3.55,22.1,5.1,9.387500000000001,7.4290287891486875
2253,15.16,6.32,,18.4,13.293333333333331,5.10522172769106
2254,6.529999999999999,10.46,,7.89,8.293333333333335,1.629567086341919
2255,4.11,7.46,,7.67,6.413333333333334,1.630957455675108
2256,3.2199999999999998,6.58,,3.92,4.573333333333333,1.4474191591319436
2257,9.07,7.359999999999999,17.67,7.27,10.342500000000001,4.290893700617624
2259,11.5,11.62,6.68,2.3499999999999996,8.0375,3.841017931486392
2260,11.23,7.629999999999999,13.040000000000001,3.5,8.85,3.651417532958947
2261,15.7,6.08,3.13,6.73,7.91,4.69770688740794
2262,4.609999999999999,,,6.0,5.305,0.6950000000000003
2263,4.47,10.75,15.48,8.78,9.87,3.9558374587437237
2264,12.14,5.96,5.06,,7.72,3.1469350168060357
2265,10.06,14.219999999999999,13.11,,12.463333333333333,1.7587937785754055
2266,4.51,3.62,4.08,5.14,4.3374999999999995,0.5601060167504004
2267,4.609999999999999,13.879999999999999,6.88,8.899999999999999,8.567499999999999,3.4220854387346904
2270,17.89,2.8,6.65,3.1,7.610000000000001,6.125279585455671
2272,8.74,15.34,,14.81,12.963333333333333,2.994175827984871
2273,4.6,,3.29,4.4,4.096666666666667,0.576213694927691
2274,14.5,12.18,,,13.34,1.1600000000000001
2276,7.05,14.989999999999998,7.32,2.21,7.8925,4.574463766388361
2277,13.57,,15.469999999999999,7.04,12.026666666666666,3.6104139497970156
2278,7.3100000000000005,3.54,8.8,6.41,6.515000000000001,1.9180002606881994
2279,11.02,3.01,9.87,13.86,9.44,3.986307815510488
2280,3.62,,11.94,12.34,9.299999999999999,4.019684896439852
2281,5.42,3.82,22.85,6.39,9.620000000000001,7.69327303558115
2282,7.06,3.02,,5.73,5.2700000000000005,1.68109091564575
2285,18.05,9.61,10.27,,12.643333333333333,3.832573837804332
2286,3.05,4.18,,,3.6149999999999998,0.565
2287,5.34,14.07,3.71,,7.706666666666667,4.548496699154812
2288,6.98,,,,6.98,0.0
2289,11.89,2.21,,11.52,8.540000000000001,4.47853398632484
2290,6.99,2.5700000000000003,12.870000000000001,,7.476666666666667,4.219015156276272
2291,3.9699999999999998,,,,3.9699999999999998,0.0
2292,2.5,7.460000000000001,7.3100000000000005,,5.756666666666668,2.3036251624100847
2294,14.68,2.56,13.32,4.9,8.865,5.2233968832551865
2295,3.3,6.35,21.16,15.14,11.4875,7.076847373654458
2296,7.77,5.949999999999999,5.220000000000001,4.61,5.887499999999999,1.1858831097540765
2298,3.98,,4.46,2.96,3.7999999999999994,0.6254598308444755
2300,2.2800000000000002,,14.450000000000001,15.259999999999998,10.663333333333332,5.93712800004252
2301,10.76,13.4,,8.98,11.046666666666667,1.8158071361120804
2302,3.0999999999999996,,,2.87,2.985,0.11499999999999977
2303,2.9699999999999998,3.87,5.33,9.370000000000001,5.385,2.45003571402541
2304,4.28,3.67,14.629999999999999,21.16,10.934999999999999,7.336090580138715
2306,6.869999999999999,14.370000000000001,19.59,5.18,11.5025,5.8108578325407345
2307,8.02,4.48,14.719999999999999,,9.073333333333332,4.2462951171841805
2308,6.62,12.54,11.6,3.49,8.5625,3.6929146686594314
2309,15.190000000000001,11.78,8.58,9.76,11.327499999999999,2.5064653897470843
2310,2.95,3.76,3.3,,3.3366666666666664,0.3316959786042365
2311,5.09,7.8100000000000005,,6.609999999999999,6.503333333333333,1.112993960251158
2312,8.99,15.14,7.5600000000000005,,10.563333333333334,3.288427520191916
2313,5.29,6.07,,19.759999999999998,10.373333333333333,6.645009823586082
2314,3.88,4.46,11.77,3.3499999999999996,5.865,3.431781607270486
2315,13.34,,3.95,5.92,7.736666666666667,4.042955464618537
2317,3.21,9.030000000000001,,,6.120000000000001,2.9100000000000006
2318,7.26,15.66,,,11.46,4.2
2321,18.990000000000002,14.01,5.0,,12.666666666666666,5.789843597964361
2322,7.18,,15.48,2.25,8.303333333333333,5.459220538583223
2323,16.2,11.42,,3.26,10.293333333333331,5.342467178706441
2324,22.91,6.19,3.0700000000000003,11.65,10.955,7.554526788621509
2325,10.370000000000001,,6.32,5.52,7.403333333333333,2.1230219551908136
2326,15.740000000000002,7.83,24.0,7.83,13.85,6.690952846941906
2329,1.8900000000000001,13.46,,,7.675000000000001,5.785
2330,10.86,16.31,12.31,,13.159999999999998,2.304705331851919
2331,5.08,13.530000000000001,3.48,4.07,6.54,4.076033611245129
2332,5.88,8.969999999999999,,5.140000000000001,6.663333333333333,1.65880144146978
2333,11.34,,7.85,6.53,8.573333333333332,2.0291925049689645
2334,4.42,21.5,2.7800000000000002,,9.566666666666668,8.464661179804475
2335,13.23,3.72,,9.27,8.74,3.9004871490622812
2336,7.84,16.92,3.75,12.08,10.1475,4.895249610591885
2337,5.98,5.4399999999999995,14.33,,8.583333333333334,4.069482631599365
2339,21.29,5.5600000000000005,5.04,,10.63,7.540747089424672
2340,8.81,5.11,21.31,5.07,10.075000000000001,6.6619572949696995
2342,11.7,16.78,15.55,9.61,13.41,2.88533360289586
2343,14.379999999999999,3.7199999999999998,11.91,20.73,12.684999999999999,6.094401119060018
2344,9.59,2.8200000000000003,,9.96,7.456666666666667,3.282096213634749
2345,20.07,,,5.95,13.01,7.0600000000000005
2347,3.32,5.75,,20.78,9.950000000000001,7.721955710828702
2348,9.46,2.34,3.7300000000000004,15.530000000000001,7.765000000000001,5.2172813801825955
2349,4.66,,3.57,,4.115,0.5450000000000002
2350,7.57,3.46,8.66,4.449999999999999,6.035,2.1441606749495246
2351,3.99,,,7.1899999999999995,5.59,1.5999999999999996
2352,6.5200000000000005,6.26,,3.41,5.396666666666667,1.4087898668321293
2354,2.7,10.01,13.77,18.450000000000003,11.232500000000002,5.7625791751610675
2355,10.7,10.68,6.33,6.9,8.6525,2.047454211942235
2356,7.08,10.36,4.37,,7.27,2.4490950709734944
2357,7.91,2.88,,,5.395,2.515
2358,8.4,8.09,9.43,2.79,7.1775,2.5812339587879283
2359,3.3499999999999996,3.1799999999999997,5.09,15.17,6.6975,4.948380416863683
2360,2.92,,,6.7,4.8100000000000005,1.8900000000000001
2362,7.23,12.74,15.66,3.08,9.677499999999998,4.8653487798923525
2363,4.470000000000001,3.37,,,3.9200000000000004,0.5500000000000003
2364,5.02,2.8499999999999996,5.96,7.699999999999999,5.382499999999999,1.7499482135194744
2365,4.779999999999999,6.380000000000001,5.6,20.689999999999998,9.362499999999999,6.564359736486109
2366,15.11,8.45,18.32,15.059999999999999,14.235,3.5916465583350488
2367,7.61,4.859999999999999,3.0100000000000002,12.21,6.922499999999999,3.4638084170461854
2368,16.77,13.88,,4.4399999999999995,11.696666666666665,5.265132687997732
2369,8.5,5.470000000000001,18.1,5.16,9.307500000000001,5.24138042408677
2370,4.95,2.2,,5.5600000000000005,4.236666666666667,1.4615136750034954
2371,6.03,16.189999999999998,7.74,5.58,8.885,4.293835697834745
2372,16.73,27.029999999999998,4.73,13.75,15.559999999999999,7.960760013968515
2373,16.44,3.44,4.17,10.67,8.680000000000001,5.29092146983869
2375,9.68,5.58,6.84,5.9399999999999995,7.01,1.6083842824399894
2376,18.22,3.82,3.08,9.14,8.565,6.0446236441982055
2378,5.82,,,,5.82,0.0
2379,4.640000000000001,5.109999999999999,8.49,,6.080000000000001,1.7148955264582932
2380,17.21,13.5,5.12,3.5199999999999996,9.837499999999999,5.699413895305376
2381,13.32,16.5,2.39,8.41,10.155000000000001,5.32955204496588
2382,6.59,2.9499999999999997,9.27,7.17,6.494999999999999,2.2766367738398676
2383,3.17,3.29,8.8,,5.086666666666667,2.6261801579903508
2384,3.4,,12.7,4.640000000000001,6.913333333333333,4.1229870509404005
2385,6.25,9.65,11.07,,8.99,2.022341876801909
2386,7.3,3.41,2.6,,4.4366666666666665,2.0515089297609426
2387,6.720000000000001,20.549999999999997,5.79,2.17,8.8075,6.989378996019602
2388,5.41,,9.17,3.91,6.163333333333334,2.212469711029333
2390,4.220000000000001,4.92,6.6,15.09,7.7075,4.34915724595007
2391,9.38,20.1,15.0,7.75,13.057500000000001,4.875030128112031
2393,15.25,10.059999999999999,3.4699999999999998,18.54,11.829999999999998,5.695239239926625
2394,18.259999999999998,19.200000000000003,16.919999999999998,,18.126666666666665,0.9355687515564488
2396,3.6,9.120000000000001,13.870000000000001,6.109999999999999,8.175,3.824947712060912
2397,15.77,26.64,5.26,3.2199999999999998,12.722499999999998,9.340375728523988
2398,8.29,,13.17,4.22,8.56,3.658806727153905
2399,21.17,,11.129999999999999,4.47,12.256666666666666,6.8641354557989
2400,5.01,21.82,,4.79,10.54,7.976670149045069
2401,15.75,5.49,,,10.620000000000001,5.13
2402,5.57,3.99,3.86,5.58,4.75,0.8262868751226781
2403,6.74,,,8.71,7.7250000000000005,0.9850000000000003
2405,6.83,6.59,11.83,7.19,8.11,2.158332689832594
2406,6.49,7.17,7.890000000000001,6.59,7.035,0.5577409793084961
2407,6.73,11.23,,3.9699999999999998,7.31,2.9921229921244885
2408,18.98,10.66,,20.32,16.653333333333332,4.273088916567135
2409,19.96,2.92,4.3,4.37,7.887500000000001,6.994002341292145
2410,17.58,11.989999999999998,4.82,4.2,9.6475,5.508899050627084
2411,15.98,5.66,11.41,7.61,10.165,3.9429462334655287
2412,16.23,9.34,17.98,4.21,11.94,5.509051642524328
2413,8.82,3.02,10.38,18.15,10.0925,5.400126734623919
2415,7.21,4.0,,1.8599999999999999,4.3566666666666665,2.1986409943922682
2416,16.86,,15.02,8.92,13.6,3.3934446609111903
2417,15.309999999999999,2.8600000000000003,10.92,8.74,9.4575,4.484207705938697
2418,2.69,12.1,2.95,4.0,5.435,3.8791655030431476
2419,3.03,3.8200000000000003,,11.0,5.95,3.5854241961958513
2420,6.449999999999999,16.869999999999997,8.04,3.25,8.6525,5.048278790835544
2421,11.059999999999999,,12.77,,11.915,0.8550000000000004
2422,6.76,,13.86,9.82,10.146666666666667,2.9077520909152863
2423,10.56,7.959999999999999,6.529999999999999,3.46,7.1274999999999995,2.5633315723877788
2424,17.490000000000002,,12.57,8.26,12.773333333333333,3.770873756689409
2425,3.2800000000000002,12.82,,10.41,8.836666666666668,4.050467737050734
2426,2.75,14.16,8.469999999999999,16.27,10.4125,5.264059151453372
2427,18.240000000000002,9.399999999999999,,6.9,11.513333333333334,4.864739344393376
2430,7.09,6.54,3.49,,5.706666666666666,1.583421050201816
2433,4.14,,7.48,7.69,6.436666666666667,1.6262499466222557
2434,16.14,,10.39,3.96,10.163333333333334,4.975046621780432
2439,12.03,5.12,15.08,18.58,12.702499999999999,4.953384575217232
2440,11.629999999999999,6.76,1.9100000000000001,17.4,9.425,5.745435144529959
2441,4.74,,,,4.74,0.0
2442,6.33,,2.74,4.6,4.556666666666667,1.4659316339978326
2445,5.43,,,4.04,4.734999999999999,0.6949999999999998
2446,8.649999999999999,9.71,11.23,7.67,9.315,1.320179911981697
2447,9.66,,17.630000000000003,,13.645000000000001,3.985000000000001
2449,9.17,,,,9.17,0.0
2451,6.49,12.27,6.35,7.800000000000001,8.2275,2.401482614969344
2452,14.5,5.08,6.27,,8.616666666666665,4.188415239947231
2453,7.4,8.530000000000001,,,7.965000000000001,0.5650000000000004
2454,5.85,,,4.68,5.265,0.585
2455,7.68,6.529999999999999,,9.15,7.786666666666666,1.0722665506092952
2456,4.0,2.5300000000000002,,4.9399999999999995,3.823333333333333,0.9917773047525444
2457,9.01,4.1899999999999995,,,6.6,2.41
2458,4.37,5.640000000000001,3.7800000000000002,,4.596666666666668,0.7760727342774575
2459,17.76,18.85,7.59,13.23,14.357500000000002,4.439309490224804
2460,3.51,11.29,,5.99,6.93,3.244975603400843
2461,7.76,13.059999999999999,26.1,,15.64,7.706326405406579
2462,5.16,4.9399999999999995,,,5.05,0.11000000000000032
2463,6.99,11.45,,6.68,8.373333333333333,2.1792098466085257
2464,3.11,,12.82,,7.965,4.855
2466,5.46,,6.5600000000000005,6.82,6.28,0.589463032485216
2467,7.52,5.8100000000000005,3.51,3.67,5.1274999999999995,1.6530634440335312
2468,3.58,9.29,9.49,3.49,6.4625,2.9285267200420075
2469,2.92,4.04,8.14,11.2,6.575,3.302464988459378
2470,6.21,14.15,3.9699999999999998,,8.11,4.367730150394673
2471,6.92,14.59,3.68,,8.396666666666667,4.574744680185867
2474,9.26,11.69,14.55,,11.833333333333334,2.162010381309232
2476,20.61,6.02,10.030000000000001,7.109999999999999,10.942499999999999,5.770881106902134
2477,8.129999999999999,7.09,20.57,8.51,11.075,5.506530214209308
2478,8.91,,2.65,5.96,5.84,2.5570425625449933
2479,9.33,12.11,16.05,10.0,11.872499999999999,2.6209957554334196
2480,5.710000000000001,11.879999999999999,5.65,,7.746666666666667,2.922810671634791
2481,7.549999999999999,7.93,,9.18,8.219999999999999,0.6963236795245922
2482,8.739999999999998,2.86,4.79,5.63,5.504999999999999,2.120619013401511
2484,6.92,23.15,4.57,14.530000000000001,12.2925,7.269671158312457
2486,6.0,7.63,,,6.8149999999999995,0.815
2489,7.25,3.83,3.59,,4.89,1.671645895517349
2490,5.88,11.920000000000002,3.92,15.61,9.3325,4.672180299389141
2491,4.24,7.36,13.52,,8.373333333333333,3.8557086104747187
2492,8.14,3.08,4.68,2.96,4.715,2.0907594314028577
2493,4.1899999999999995,,3.54,4.96,4.2299999999999995,0.5804021594262608
2494,12.16,11.120000000000001,,17.259999999999998,13.513333333333334,2.6830993686820874
2495,11.620000000000001,,19.64,18.61,16.623333333333335,3.56279228820442
2497,12.61,7.92,19.46,4.71,11.175,5.547334945719431
2499,8.39,,,3.94,6.165,2.2250000000000005
2500,3.6599999999999997,,14.25,3.02,6.976666666666667,5.149655867682379
2501,20.8,7.629999999999999,10.91,6.1899999999999995,11.3825,5.699909538755857
2503,17.46,6.51,,8.67,10.88,4.735588664569591
2505,4.58,3.2600000000000002,18.65,11.14,9.407499999999999,6.113956881594766
2506,12.739999999999998,13.65,8.86,7.029999999999999,10.57,2.7226365897783715
2507,18.53,,5.56,,12.045,6.485
2508,9.73,15.53,3.09,,9.45,5.082466592774286
2509,15.48,3.39,10.21,7.75,9.2075,4.367976505202381
2511,5.91,11.0,,,8.455,2.545
2512,6.539999999999999,6.13,4.79,4.57,5.507499999999999,0.8436935166279278
2513,3.29,,4.37,2.34,3.3333333333333335,0.829310289068908
2514,7.34,11.14,15.8,3.02,9.325000000000001,4.714687158232241
2515,4.140000000000001,,,17.93,11.035,6.895
2516,4.4399999999999995,3.2,3.41,,3.6833333333333336,0.5418691929074967
2517,6.16,3.3200000000000003,3.02,6.57,4.7675,1.6075660950642123
2518,7.25,4.359999999999999,10.58,8.66,7.7124999999999995,2.2678996340226347
2520,8.12,15.100000000000001,3.16,6.3100000000000005,8.1725,4.375702086522802
2521,9.04,8.57,2.19,19.72,9.879999999999999,6.29252334123601
2522,15.27,2.8200000000000003,9.530000000000001,4.72,8.085,4.815488033418835
2523,5.49,15.83,20.57,6.49,12.095,6.340699882505085
2524,7.51,2.88,10.120000000000001,,6.836666666666667,2.9938195596187085
2525,10.08,12.36,4.73,3.6500000000000004,7.705,3.6264066236427484
2526,15.309999999999999,3.58,,,9.445,5.864999999999999
2527,3.18,3.8899999999999997,8.05,4.970000000000001,5.022500000000001,1.8605022843307668
2528,17.08,6.87,,2.63,8.86,6.0646901542178275
2529,11.91,,10.7,3.91,8.84,3.520861636967102
2530,5.869999999999999,10.33,,7.9,8.033333333333333,1.8232266879232424
2531,4.41,15.43,10.57,13.9,11.0775,4.2315444875364365
2532,3.6799999999999997,6.15,5.26,7.0200000000000005,5.5275,1.234896250702868
2533,18.73,5.8100000000000005,20.630000000000003,,15.056666666666667,6.584230318639293
2535,14.47,18.4,7.49,,13.453333333333333,4.511631880176198
2536,3.95,10.73,13.309999999999999,3.12,7.7775,4.34936417767011
2537,5.17,3.26,,16.82,8.416666666666666,5.9929977659116656
2539,4.46,,2.96,10.11,5.843333333333334,3.0785097404786983
2540,10.99,6.369999999999999,22.33,4.51,11.049999999999999,6.926687520019941
2541,7.99,6.98,,6.47,7.146666666666667,0.6316292864929204
2542,4.96,24.84,8.59,15.600000000000001,13.4975,7.583621743599822
2543,7.2700000000000005,,,3.34,5.305,1.9650000000000003
2544,7.43,5.18,3.5999999999999996,6.609999999999999,5.705,1.4578494435297493
2546,5.15,8.45,8.25,,7.283333333333334,1.5107025591499543
2547,13.370000000000001,,5.62,4.92,7.9700000000000015,3.829055584170419
2548,3.74,5.0600000000000005,9.43,7.199999999999999,6.3575,2.1613002452227685
2550,3.17,19.91,9.48,,10.853333333333333,6.902725709618065
2551,8.49,22.15,5.66,,12.1,7.199726846670411
2554,13.22,,7.77,7.51,9.5,2.6325779507294116
2555,10.16,2.5,18.77,13.51,11.235,5.903551896951528
2557,14.57,12.25,,,13.41,1.1600000000000001
2558,3.72,7.47,,3.99,5.06,1.7076884961842425
2559,7.779999999999999,22.9,6.44,,12.373333333333333,7.4635529221827195
2560,11.52,2.41,9.05,6.16,7.285,3.3941751575309134
2561,5.09,,5.38,9.370000000000001,6.613333333333333,1.952849769496421
2563,14.3,14.690000000000001,,16.619999999999997,15.203333333333333,1.0143087410755263
2564,15.43,7.29,,10.2,10.973333333333334,3.3678314816642603
2565,2.67,,,3.3600000000000003,3.015,0.3450000000000002
2566,17.15,3.37,,3.8,8.106666666666667,6.397011455012063
2567,9.02,6.26,4.0200000000000005,12.88,8.045,3.3058546550022436
2568,2.21,3.25,,,2.73,0.52
2569,3.9299999999999997,20.97,18.89,,14.596666666666666,7.590122235877072
2570,11.98,2.5700000000000003,3.37,10.030000000000001,6.987500000000001,4.086027257618333
2571,9.2,15.74,5.5,6.390000000000001,9.2075,4.011155537996501
2572,7.85,,18.73,9.0,11.86,4.880457628815834
2573,15.58,5.47,9.65,4.21,8.727500000000001,4.439225016824445
2575,16.29,2.84,6.67,,8.6,5.6579913986031
2577,3.01,7.0,16.91,5.99,8.227500000000001,5.223056456711912
2579,7.779999999999999,2.52,2.77,19.17,8.06,6.748818415100528
2581,4.34,,3.6399999999999997,6.77,4.916666666666667,1.3413011924578644
2582,16.47,11.99,7.82,11.02,11.825,3.093998222365358
2583,8.12,3.04,8.96,5.53,6.4125000000000005,2.321522937642443
2584,7.09,2.92,6.85,13.14,7.5,3.652964549513176
2585,2.83,6.02,,7.619999999999999,5.489999999999999,1.9910968501473416
2587,8.39,7.1,,15.61,10.366666666666667,3.7448127085639706
2588,10.83,10.510000000000002,23.22,9.08,13.41,5.702004033670969
2589,9.780000000000001,,8.71,,9.245000000000001,0.5350000000000001
2590,9.19,5.8100000000000005,3.98,,6.326666666666667,2.1581216112371626
2593,9.44,2.51,14.739999999999998,,8.896666666666667,5.007636390775813
2594,11.56,3.4000000000000004,5.32,,6.760000000000001,3.4834465691323584
2596,9.27,7.22,12.629999999999999,6.85,8.9925,2.29349487682009
2597,14.690000000000001,22.98,5.449999999999999,9.48,13.150000000000002,6.552850524771643
2598,8.14,2.0100000000000002,11.629999999999999,14.66,9.11,4.703822913333367
2599,2.7,,4.77,,3.735,1.0349999999999997
2600,3.26,11.850000000000001,3.6799999999999997,4.09,5.72,3.5513025779282743
2603,9.14,,11.88,12.469999999999999,11.163333333333334,1.4508464962068022
2604,8.6,4.3,10.95,5.88,7.432499999999999,2.5474828262424065
2607,3.34,13.420000000000002,,10.559999999999999,9.106666666666667,4.241519643817401
2608,4.71,14.1,,,9.405,4.695
2609,10.469999999999999,6.93,3.6100000000000003,,7.003333333333333,2.801063290173136
2610,5.47,,12.989999999999998,16.2,11.553333333333333,4.4967568560265985
2611,3.08,12.9,20.78,16.62,13.345000000000002,6.54929576366803
2613,11.24,,3.03,13.3,9.19,4.4362221164710265
2614,3.04,8.8,8.600000000000001,11.18,7.905,2.986549011819495
2616,16.439999999999998,3.3899999999999997,,2.85,7.56,6.282977001390343
2617,5.01,,17.560000000000002,5.01,9.193333333333333,5.916126735927449
2618,6.52,8.09,12.43,7.76,8.7,2.231647373578541
2620,3.87,12.23,,,8.05,4.18
2622,11.32,8.97,,,10.145,1.1749999999999998
2623,7.28,,,6.13,6.705,0.5750000000000002
2624,4.4,3.7800000000000002,,4.22,4.133333333333333,0.2604269997949948
